RuleName,Description,Severity,Query Frequency,Query Period,Req. modification,Rule ID,Type Of Rule,SOC Status,Scope,LastUpdate
AADR-014 - Microsoft Entra ID Application ID URI Changed,"The rule evaluates Microsoft Entra ID audit logs and detects when someone changes the Microsoft Entra ID Application ID URI. AppID URIs are fundamental components of security in many applications, especially those utilizing OAuth or other authentication mechanisms. Monitoring modifications ensures compliance with security standards and best practices. The alert records relevant and available details for analysis: - Application name, Object ID, and Client ID - Old URI value, New URI value - Initiator, Initiator ID, and Initiator IP Address Monitoring AppID URI modifications is essential for maintaining the security, integrity, and compliance of applications, helping organizations prevent unauthorized access, mitigate risks, and uphold best practices in information security.",Low,PT30M,PT30M,NO.,aad10d9b-c3p0-0705-2024-apps04mk1088,Custom,Approved,AAD,
AADR-015 - Microsoft Entra ID Application registered,"The rule evaluates Microsoft Entra ID audit logs and detects application registration events. Rapid detection of suspicious app registration activities can aid in early identification and mitigation of security threats, such as malicious actors attempting to create backdoor access or exploit vulnerabilities within the M365 environment. The alert records relevant and available details for analysis: - Registered application name, Object ID, and Client ID - Initiator, Initiator ID, and Initiator IP Address In summary, monitoring app registration events in Microsoft Entra ID is a critical security measure that helps organizations maintain control over their application landscape, mitigate security risks, and ensure compliance with regulatory requirements.",Low,PT30M,PT30M,NO.,aad10d9b-c3p0-0605-2024-apps03mk1088,Custom,Approved,AAD,
AADR-016 - Microsoft Entra ID Break Glass Account Logon Monitoring,"This detection rule is designed to monitor logon activity related to Microsoft Entra ID (Azure AD) Break glass accounts. These accounts are typically used in emergency situations when normal administrative accounts are unavailable or compromised. If any such activity is detected for any break glass accounts, an alert is triggered to allow security teams to investigate and respond appropriately. By monitoring break glass account activity, this rule helps ensure that these privileged accounts are used only when necessary and in accordance with established security policies.",High,NRT,NRT,Watchlist (BreakGlassAccounts).,aad04312-0e36-2022-8d14-ac67d9mk1088,Custom,Approved,AAD,
AADR-017 - Microsoft Entra ID Conditional Access Policy Activity Monitoring,"This rule evaluates Microsoft Entra ID audit events from the AuditLogs table to identify successful Conditional Access policy changes, including policy creation, deletion, enablement, disablement, report-only mode changes, grant control changes, application exclusions, platform conditions, user/group/role scope changes, and policy name changes. The rule parses the changed Conditional Access policy object from TargetResources and classifies the policy activity based on the previous and new policy configuration. It also enriches the alert with the most recent sign-in context for the same initiator and IP address when available. Alert records include: - Time when the Conditional Access policy change occurred. - Initiator that performed the change. - Initiator type, user or application. - Source IP address and derived location. - Conditional Access policy name and policy ID. - Classified Conditional Access policy activity. - Sign-in Conditional Access status and device context, when available. - Detection reason explaining the policy change. Conditional Access policies enforce important access controls such as MFA, device compliance, application scope, platform conditions, and user or group targeting. Unauthorized or unexpected changes may weaken identity protections, bypass security requirements, or reduce enforcement coverage across Microsoft Entra ID protected resources.",Medium,PT1H,P2D,NO.,ca90a481-r2d2-2022-838c-313918mk1088,Custom,Approved,AAD,
AADR-018 - Microsoft Entra ID PowerShell accessing non-AAD resources,"This will alert when a user or application signs in using Microsoft Entra ID PowerShell to access non-Active Directory resources, such as the Azure Key Vault, which may be undesired or unauthorized behavior. For capabilities and expected behavior of the Microsoft Entra ID PowerShell module, see: https://docs.microsoft.com/powershell/module/azuread/?view=azureadps-2.0. For further information on Microsoft Entra ID Signin activity reports, see: https://docs.microsoft.com/azure/active-directory/reports-monitoring/concept-sign-ins.",Low,PT1H,PT1H,NO.,fca4102f-93f2-492e-9c47-b9dce749eda0,Out of Box,Approved,AAD,
AADR-019 - Microsoft Entra ID Privileged Account updated,The rule detects events when anyone update the Microsoft Entra ID (Azure AD) Privileged Account. The update of a Privileged Account should be rare event and should always be preceded by a request in the form of a ticket. Usually only user administrator or other global administrator can update such properties. Investigate if such user change is an attempt to elevate an existing low privileged identity or rogue administrator activity.,Medium,PT1H,P4D,Name convention of Accounts Watchlist (PrivilegedAccounts).,aadf25ea-r5d4-2206-2023-e55d79mk1088,Custom,Approved,AAD,
AADR-020 - Microsoft Entra ID Role Assignment,"The rule evaluates audit events from the AuditLogs table to identify role assignments in Microsoft Entra ID, including both traditional IAM operations and Privileged Identity Management (PIM) activity. It detects when roles are assigned to users, service principals, devices, or groups either permanently or temporarily. Monitoring the assignment of privileged roles is crucial, as these permissions can grant access to sensitive systems, administrative capabilities, and escalation vectors. Adversaries or misconfigurations may exploit such assignments to gain or maintain elevated access. Alert Records: - Time: When the role assignment occurred. - Target: Type, name, and ID of the entity receiving the role (user, group, service principal, or device). - Role Details: Name, ID, severity classification, and origin (IAM or PIM). - Caller: Identity and IP address of the user or app that assigned the role. - Location: Country and city from which the assignment was made. - Activity Type: Whether the role was assigned via IAM or PIM, and its context. Identifying and responding to privileged role assignments in Microsoft Entra ID is essential for maintaining a secure identity governance model and preventing abuse of elevated permissions.",High,PT15M,PT15M,Watchlist (Azure-Roles).,aad83cc9-bffe-2022-9b03-a31511mk1088,Custom,Approved,AAD,
AADR-021 - Multiple Admins Removed from Roles,"The rule evaluates audit events that indicate the removal of roles from multiple accounts (threshold 2) within the Azure and Microsoft Entra ID (AAD) environments in a short time frame (threshold 1h). Its purpose is to identify potentially unauthorized or suspicious activities associated with role removal, where such actions might be an attempt by attackers to lock down the organization and maintain exclusive access. The rule evaluates the removal of any role in the AAD or Azure environment, regardless of its criticality. However, special attention should be given to certain critical roles, such as Global Administrator, Privileged Role Administrator, Owner, User Access Administrator, etc. These roles should be prioritized in the analysis due to their significance. The alert records the initiator of the operation, including IP address, environment, number of targets, target accounts, and other relevant information.",Medium,PT1H,P14D,Watchlist (Azure-Roles).,roles651-c3p0-0902-2023-19aa30mk1088,Custom,Approved,AAD,
AADR-022 - Multiple Password Reset in AD or MS Entra ID,"This rule is designed to evaluate situations where there are multiple consecutive password resets in Active Directory (AD) or Microsoft Entra ID (AAD). The rule defines various parameters and limitations, such as the maximum number of password resets per user, overall limit for all users (threshlods) and exceptions for specific approved accounts. The rule generates alerts containing information about the start and end times of the monitored period, the number of password resets, user accounts, and computers where the resets occurred. Alerts are further categorized into ""Per User Reset"" (password resets for individual users) and ""Total User Reset"" (the overall number of password resets exceeding the defined limit). The rule serves to identify potentially risky situations where unauthorized password resets may occur in the Active Directory or Microsoft Entra ID environment.",Low,PT2H,PT2H,Threshold Approved Accounts.,entra367-c3p0-0801-2024-adds97mk1088,Custom,Approved,AAD,
AADR-023 - New IsAssignableToRole group has been created in Microsoft Entra ID,"New Azure AD group with the ‘isAssignableToRole’ property set to True has been created. This attribute allows assign group to the role. Assign role over this hidden from your default monitoring. Please verify that this group is created correctly, as well as any subsequent actions on this group.",High,PT30M,PT30M,NO.,aad8f693-b97c-2022-aeac-3d8774mk1088,Custom,Approved,AAD,
